periodo,nome,variavel,valor
44,TUCURUI,volume vertido,-0.0
45,FURNAS,volume vertido,-0.0
45,TUCURUI,volume vertido,-0.0
46,FURNAS,volume vertido,-0.0
46,TUCURUI,volume vertido,-0.0
47,FURNAS,volume vertido,-0.0
47,TUCURUI,volume vertido,-0.0
48,FURNAS,volume vertido,-0.0
48,TUCURUI,volume vertido,-0.0
49,FURNAS,volume vertido,-0.0
49,TUCURUI,volume vertido,-0.0
50,FURNAS,volume vertido,-0.0
50,TUCURUI,volume vertido,-0.0
51,FURNAS,volume vertido,-0.0
51,TUCURUI,volume vertido,-0.0
52,FURNAS,volume vertido,-0.0
52,TUCURUI,volume vertido,-0.0
53,FURNAS,volume vertido,-0.0
53,TUCURUI,volume vertido,-0.0
54,FURNAS,volume vertido,-0.0
54,TUCURUI,volume vertido,-0.0
55,FURNAS,volume vertido,-0.0
55,TUCURUI,volume vertido,-0.0
56,FURNAS,volume vertido,-0.0
56,TUCURUI,volume vertido,-0.0
57,FURNAS,volume vertido,-0.0
57,TUCURUI,volume vertido,-0.0
58,FURNAS,volume vertido,-0.0
58,TUCURUI,volume vertido,-0.0
59,FURNAS,volume vertido,-0.0
59,TUCURUI,volume vertido,-0.0
60,FURNAS,volume vertido,-0.0
60,TUCURUI,volume vertido,-0.0
61,FURNAS,volume vertido,-0.0
61,TUCURUI,volume vertido,-0.0
62,FURNAS,volume vertido,-0.0
62,TUCURUI,volume vertido,-0.0
63,FURNAS,volume vertido,-0.0
63,TUCURUI,volume vertido,-0.0
64,FURNAS,volume vertido,-0.0
64,TUCURUI,volume vertido,-0.0
65,FURNAS,volume vertido,-0.0
65,TUCURUI,volume vertido,-0.0
66,FURNAS,volume vertido,-0.0
66,TUCURUI,volume vertido,-0.0
67,FURNAS,volume vertido,-0.0
67,TUCURUI,volume vertido,-0.0
68,FURNAS,volume vertido,-0.0
68,TUCURUI,volume vertido,-0.0
69,FURNAS,volume vertido,-0.0
69,TUCURUI,volume vertido,-0.0
70,FURNAS,volume vertido,-0.0
70,TUCURUI,volume vertido,-0.0
71,FURNAS,volume vertido,-0.0
71,TUCURUI,volume vertido,-0.0
72,FURNAS,volume vertido,-0.0
72,TUCURUI,volume vertido,-0.0
73,FURNAS,volume vertido,-0.0
73,TUCURUI,volume vertido,-0.0
74,FURNAS,volume vertido,-0.0
74,TUCURUI,volume vertido,-0.0
75,FURNAS,volume vertido,-0.0
75,TUCURUI,volume vertido,-0.0
76,FURNAS,volume vertido,-0.0
76,TUCURUI,volume vertido,-0.0
77,FURNAS,volume vertido,-0.0
77,TUCURUI,volume vertido,-0.0
78,FURNAS,volume vertido,-0.0
78,TUCURUI,volume vertido,-0.0
79,FURNAS,volume vertido,-0.0
79,TUCURUI,volume vertido,-0.0
80,FURNAS,volume vertido,-0.0
80,TUCURUI,volume vertido,-0.0
81,FURNAS,volume vertido,-0.0
81,TUCURUI,volume vertido,-0.0
82,FURNAS,volume vertido,-0.0
82,TUCURUI,volume vertido,-0.0
83,FURNAS,volume vertido,-0.0
83,TUCURUI,volume vertido,-0.0
84,FURNAS,volume vertido,-0.0
84,TUCURUI,volume vertido,-0.0
85,FURNAS,volume vertido,-0.0
85,TUCURUI,volume vertido,-0.0
86,FURNAS,volume vertido,-0.0
86,TUCURUI,volume vertido,-0.0
87,FURNAS,volume vertido,-0.0
87,TUCURUI,volume vertido,-0.0
88,FURNAS,volume vertido,-0.0
88,TUCURUI,volume vertido,-0.0
89,FURNAS,volume vertido,-0.0
89,TUCURUI,volume vertido,-0.0
90,FURNAS,volume vertido,-0.0
90,TUCURUI,volume vertido,-0.0
91,FURNAS,volume vertido,-0.0
91,TUCURUI,volume vertido,-0.0
92,FURNAS,volume vertido,-0.0
92,TUCURUI,volume vertido,-0.0
93,FURNAS,volume vertido,-0.0
93,TUCURUI,volume vertido,-0.0
94,FURNAS,volume vertido,-0.0
94,TUCURUI,volume vertido,-0.0
95,FURNAS,volume vertido,-0.0
95,TUCURUI,volume vertido,-0.0
96,FURNAS,volume vertido,-0.0
96,TUCURUI,volume vertido,-0.0
97,FURNAS,volume vertido,-0.0
97,TUCURUI,volume vertido,-0.0
98,FURNAS,volume vertido,-0.0
98,TUCURUI,volume vertido,-0.0
99,FURNAS,volume vertido,-0.0
99,TUCURUI,volume vertido,-0.0
100,FURNAS,volume vertido,-0.0
100,TUCURUI,volume vertido,-0.0
101,FURNAS,volume vertido,-0.0
101,TUCURUI,volume vertido,-0.0
102,FURNAS,volume vertido,-0.0
102,TUCURUI,volume vertido,-0.0
103,FURNAS,volume vertido,-0.0
103,TUCURUI,volume vertido,-0.0
104,FURNAS,volume vertido,-0.0
104,TUCURUI,volume vertido,-0.0
105,FURNAS,volume vertido,-0.0
105,TUCURUI,volume vertido,-0.0
106,FURNAS,volume vertido,-0.0
106,TUCURUI,volume vertido,-0.0
107,FURNAS,volume vertido,-0.0
107,TUCURUI,volume vertido,-0.0
108,FURNAS,volume vertido,-0.0
108,TUCURUI,volume vertido,-0.0
109,FURNAS,volume vertido,-0.0
109,TUCURUI,volume vertido,-0.0
110,FURNAS,volume vertido,-0.0
110,TUCURUI,volume vertido,-0.0
111,FURNAS,volume vertido,-0.0
111,TUCURUI,volume vertido,-0.0
112,FURNAS,volume vertido,-0.0
112,TUCURUI,volume vertido,-0.0
113,FURNAS,volume vertido,-0.0
113,TUCURUI,volume vertido,-0.0
114,FURNAS,volume vertido,-0.0
114,TUCURUI,volume vertido,-0.0
115,FURNAS,volume vertido,-0.0
115,TUCURUI,volume vertido,-0.0
116,FURNAS,volume vertido,-0.0
116,TUCURUI,volume vertido,-0.0
117,FURNAS,volume vertido,-0.0
117,TUCURUI,volume vertido,-0.0
118,FURNAS,volume vertido,-0.0
118,TUCURUI,volume vertido,-0.0
119,FURNAS,volume vertido,-0.0
119,TUCURUI,volume vertido,-0.0
120,FURNAS,volume vertido,-0.0
120,TUCURUI,volume vertido,-0.0
121,FURNAS,volume vertido,-0.0
121,TUCURUI,volume vertido,-0.0
122,FURNAS,volume vertido,-0.0
122,TUCURUI,volume vertido,-0.0
123,FURNAS,volume vertido,-0.0
123,TUCURUI,volume vertido,-0.0
124,FURNAS,volume vertido,-0.0
124,TUCURUI,volume vertido,-0.0
125,FURNAS,volume vertido,-0.0
125,TUCURUI,volume vertido,-0.0
126,FURNAS,volume vertido,-0.0
126,TUCURUI,volume vertido,-0.0
127,FURNAS,volume vertido,-0.0
127,TUCURUI,volume vertido,-0.0
128,FURNAS,volume vertido,-0.0
128,TUCURUI,volume vertido,-0.0
129,FURNAS,volume vertido,-0.0
129,TUCURUI,volume vertido,-0.0
130,FURNAS,volume vertido,-0.0
130,TUCURUI,volume vertido,-0.0
131,FURNAS,volume vertido,-0.0
131,TUCURUI,volume vertido,-0.0
132,FURNAS,volume vertido,-0.0
132,TUCURUI,volume vertido,-0.0
133,FURNAS,volume vertido,-0.0
133,TUCURUI,volume vertido,-0.0
134,FURNAS,volume vertido,-0.0
134,TUCURUI,volume vertido,-0.0
135,FURNAS,volume vertido,-0.0
135,TUCURUI,volume vertido,-0.0
136,FURNAS,volume vertido,-0.0
136,TUCURUI,volume vertido,-0.0
137,FURNAS,volume vertido,-0.0
137,TUCURUI,volume vertido,-0.0
138,FURNAS,volume vertido,-0.0
138,TUCURUI,volume vertido,-0.0
139,FURNAS,volume vertido,-0.0
139,TUCURUI,volume vertido,-0.0
140,FURNAS,volume vertido,-0.0
140,TUCURUI,volume vertido,-0.0
141,FURNAS,volume vertido,-0.0
141,TUCURUI,volume vertido,-0.0
142,FURNAS,volume vertido,-0.0
142,TUCURUI,volume vertido,-0.0
143,FURNAS,volume vertido,-0.0
143,TUCURUI,volume vertido,-0.0
144,FURNAS,volume vertido,-0.0
144,TUCURUI,volume vertido,-0.0
145,FURNAS,volume vertido,-0.0
145,TUCURUI,volume vertido,-0.0
146,FURNAS,volume vertido,-0.0
146,TUCURUI,volume vertido,-0.0
147,FURNAS,volume vertido,-0.0
147,TUCURUI,volume vertido,-0.0
148,FURNAS,volume vertido,-0.0
148,TUCURUI,volume vertido,-0.0
149,FURNAS,volume vertido,-0.0
149,TUCURUI,volume vertido,-0.0
150,FURNAS,volume vertido,-0.0
150,TUCURUI,volume vertido,-0.0
151,FURNAS,volume vertido,-0.0
151,TUCURUI,volume vertido,-0.0
152,FURNAS,volume vertido,-0.0
152,TUCURUI,volume vertido,-0.0
153,FURNAS,volume vertido,-0.0
