periodo,nome,variavel,valor
45,FUNIL_GRANDE,volume vertido,0.0
45,FURNAS,volume vertido,0.0
46,CAMARGOS,volume vertido,2.2222222222212196
46,ITUTINGA,volume vertido,4.444444444443443
46,FUNIL_GRANDE,volume vertido,0.0
46,FURNAS,volume vertido,0.0
47,CAMARGOS,volume vertido,2.22222222222225
47,ITUTINGA,volume vertido,4.444444444446098
47,FUNIL_GRANDE,volume vertido,0.0
47,FURNAS,volume vertido,0.0
48,CAMARGOS,volume vertido,2.2222222222222
48,ITUTINGA,volume vertido,4.4444444444442155
48,FUNIL_GRANDE,volume vertido,0.0
48,FURNAS,volume vertido,0.0
0,CAMARGOS,volume turbinado,-
0,ITUTINGA,volume turbinado,-
0,FUNIL_GRANDE,volume turbinado,-
0,FURNAS,volume turbinado,-
1,CAMARGOS,volume turbinado,51.11111111111111
1,ITUTINGA,volume turbinado,109.9999999999995
1,FUNIL_GRANDE,volume turbinado,309.99999999999955
1,FURNAS,volume turbinado,776.625798
2,CAMARGOS,volume turbinado,51.11111111111111
2,ITUTINGA,volume turbinado,109.99999999999613
2,FUNIL_GRANDE,volume turbinado,309.9999999999962
2,FURNAS,volume turbinado,748.5522720000001
3,CAMARGOS,volume turbinado,51.111111111111086
3,ITUTINGA,volume turbinado,109.99999999999997
3,FUNIL_GRANDE,volume turbinado,310.0
3,FURNAS,volume turbinado,727.307061
4,CAMARGOS,volume turbinado,51.11111111111113
4,ITUTINGA,volume turbinado,110.00000000000001
4,FUNIL_GRANDE,volume turbinado,310.00000000000006
4,FURNAS,volume turbinado,709.7927850000001
5,CAMARGOS,volume turbinado,51.11111111111113
5,ITUTINGA,volume turbinado,110.00000000000001
5,FUNIL_GRANDE,volume turbinado,310.00000000000006
5,FURNAS,volume turbinado,695.418126
6,CAMARGOS,volume turbinado,51.11111111111113
6,ITUTINGA,volume turbinado,110.00000000000001
6,FUNIL_GRANDE,volume turbinado,310.00000000000006
6,FURNAS,volume turbinado,686.1119070000001
7,CAMARGOS,volume turbinado,51.11111111111113
7,ITUTINGA,volume turbinado,110.00000000000001
7,FUNIL_GRANDE,volume turbinado,310.00000000000006
7,FURNAS,volume turbinado,680.2832010000001
8,CAMARGOS,volume turbinado,51.11111111111109
8,ITUTINGA,volume turbinado,109.99999999999999
8,FUNIL_GRANDE,volume turbinado,310.0
8,FURNAS,volume turbinado,678.1572720000001
9,CAMARGOS,volume turbinado,51.1111111111111
9,ITUTINGA,volume turbinado,109.99999999999999
9,FUNIL_GRANDE,volume turbinado,310.0
9,FURNAS,volume turbinado,681.9022860000001
10,CAMARGOS,volume turbinado,51.1111111111111
10,ITUTINGA,volume turbinado,109.99999999999507
10,FUNIL_GRANDE,volume turbinado,309.99999999999505
10,FURNAS,volume turbinado,686.618751
11,CAMARGOS,volume turbinado,51.111111111111114
11,ITUTINGA,volume turbinado,110.0
11,FUNIL_GRANDE,volume turbinado,310.00000000000006
11,FURNAS,volume turbinado,702.598416
12,CAMARGOS,volume turbinado,51.111111111111114
12,ITUTINGA,volume turbinado,110.0
12,FUNIL_GRANDE,volume turbinado,310.00000000000006
12,FURNAS,volume turbinado,727.7575889999999
13,CAMARGOS,volume turbinado,51.11111111111112
13,ITUTINGA,volume turbinado,110.00000000000001
13,FUNIL_GRANDE,volume turbinado,310.0
13,FURNAS,volume turbinado,759.336786
14,CAMARGOS,volume turbinado,51.11111111111115
14,ITUTINGA,volume turbinado,109.99999999999999
14,FUNIL_GRANDE,volume turbinado,309.99999999999994
14,FURNAS,volume turbinado,773.303154
15,CAMARGOS,volume turbinado,51.1111111111112
15,ITUTINGA,volume turbinado,110.00000000000009
15,FUNIL_GRANDE,volume turbinado,310.0000000000001
15,FURNAS,volume turbinado,798.532722
16,CAMARGOS,volume turbinado,51.111111111111086
16,ITUTINGA,volume turbinado,109.99999999999997
16,FUNIL_GRANDE,volume turbinado,310.0
16,FURNAS,volume turbinado,821.8193880000001
17,CAMARGOS,volume turbinado,51.11111111111106
17,ITUTINGA,volume turbinado,109.99999999999994
17,FUNIL_GRANDE,volume turbinado,310.0
17,FURNAS,volume turbinado,846.3168480000002
18,CAMARGOS,volume turbinado,51.11111111111117
18,ITUTINGA,volume turbinado,110.00000000000003
18,FUNIL_GRANDE,volume turbinado,310.00000000000006
18,FURNAS,volume turbinado,864.098625
19,CAMARGOS,volume turbinado,51.111111111111086
19,ITUTINGA,volume turbinado,110.00000000000192
19,FUNIL_GRANDE,volume turbinado,310.00000000000193
19,FURNAS,volume turbinado,774.0947149999998
20,CAMARGOS,volume turbinado,51.11111111111116
20,ITUTINGA,volume turbinado,110.00000000000006
20,FUNIL_GRANDE,volume turbinado,310.0000000000001
20,FURNAS,volume turbinado,686.287129
21,CAMARGOS,volume turbinado,51.11111111111106
21,ITUTINGA,volume turbinado,109.99999999999994
21,FUNIL_GRANDE,volume turbinado,310.0
21,FURNAS,volume turbinado,503.3086400000001
22,CAMARGOS,volume turbinado,34.51665388888892
22,ITUTINGA,volume turbinado,93.40554277777781
22,FUNIL_GRANDE,volume turbinado,293.40554277777784
22,FURNAS,volume turbinado,293.40554277777784
23,CAMARGOS,volume turbinado,41.96444488888893
23,ITUTINGA,volume turbinado,100.8533337777778
23,FUNIL_GRANDE,volume turbinado,300.85333377777783
23,FURNAS,volume turbinado,300.85333377777783
24,CAMARGOS,volume turbinado,40.260885888888915
24,ITUTINGA,volume turbinado,99.14977477777781
24,FUNIL_GRANDE,volume turbinado,299.1497747777778
24,FURNAS,volume turbinado,299.1497747777778
25,CAMARGOS,volume turbinado,25.055565888888886
25,ITUTINGA,volume turbinado,83.94445477777778
25,FUNIL_GRANDE,volume turbinado,283.9444547777778
25,FURNAS,volume turbinado,283.9444547777778
26,CAMARGOS,volume turbinado,16.115400888888846
26,ITUTINGA,volume turbinado,75.00428977777773
26,FUNIL_GRANDE,volume turbinado,275.0042897777778
26,FURNAS,volume turbinado,275.0042897777778
27,CAMARGOS,volume turbinado,33.587439888888944
27,ITUTINGA,volume turbinado,92.47632877777784
27,FUNIL_GRANDE,volume turbinado,292.4763287777779
27,FURNAS,volume turbinado,292.4763287777779
28,CAMARGOS,volume turbinado,48.58157488888877
28,ITUTINGA,volume turbinado,107.47046377777765
28,FUNIL_GRANDE,volume turbinado,307.4704637777776
28,FURNAS,volume turbinado,307.47046377777775
29,CAMARGOS,volume turbinado,51.11111111111111
29,ITUTINGA,volume turbinado,110.0
29,FUNIL_GRANDE,volume turbinado,310.0
29,FURNAS,volume turbinado,310.0000000000076
30,CAMARGOS,volume turbinado,51.11111111111111
30,ITUTINGA,volume turbinado,110.0
30,FUNIL_GRANDE,volume turbinado,310.00000000000006
30,FURNAS,volume turbinado,310.000000000007
31,CAMARGOS,volume turbinado,51.11111111111111
31,ITUTINGA,volume turbinado,110.0
31,FUNIL_GRANDE,volume turbinado,310.00000000000006
31,FURNAS,volume turbinado,309.9999999999975
32,CAMARGOS,volume turbinado,51.11111111111111
32,ITUTINGA,volume turbinado,109.99999999999685
32,FUNIL_GRANDE,volume turbinado,309.999999999997
32,FURNAS,volume turbinado,330.06725877777774
33,CAMARGOS,volume turbinado,51.11111111111109
33,ITUTINGA,volume turbinado,109.99999999999997
33,FUNIL_GRANDE,volume turbinado,181.1111111111111
33,FURNAS,volume turbinado,328.1102777777778
34,CAMARGOS,volume turbinado,51.11111111111212
34,ITUTINGA,volume turbinado,110.00000000000242
34,FUNIL_GRANDE,volume turbinado,181.11111111111455
34,FURNAS,volume turbinado,325.5760577777778
35,CAMARGOS,volume turbinado,51.11111111111111
35,ITUTINGA,volume turbinado,110.0
35,FUNIL_GRANDE,volume turbinado,181.11111111111111
35,FURNAS,volume turbinado,311.8912697777779
36,CAMARGOS,volume turbinado,51.111111111111114
36,ITUTINGA,volume turbinado,110.0
36,FUNIL_GRANDE,volume turbinado,181.11111111111111
36,FURNAS,volume turbinado,318.29721477777775
37,CAMARGOS,volume turbinado,51.11111111111111
37,ITUTINGA,volume turbinado,110.0
37,FUNIL_GRANDE,volume turbinado,181.11111111111114
37,FURNAS,volume turbinado,337.8529457777811
38,CAMARGOS,volume turbinado,51.11111111111111
38,ITUTINGA,volume turbinado,110.0
38,FUNIL_GRANDE,volume turbinado,181.11111111111111
38,FURNAS,volume turbinado,333.96090322221846
39,CAMARGOS,volume turbinado,51.11111111111111
39,ITUTINGA,volume turbinado,110.0
39,FUNIL_GRANDE,volume turbinado,181.11111111111111
39,FURNAS,volume turbinado,350.0
40,CAMARGOS,volume turbinado,51.11111111111111
40,ITUTINGA,volume turbinado,109.99999999999999
40,FUNIL_GRANDE,volume turbinado,181.11111111111111
40,FURNAS,volume turbinado,262.53899299999995
41,CAMARGOS,volume turbinado,51.11111111111111
41,ITUTINGA,volume turbinado,110.0
41,FUNIL_GRANDE,volume turbinado,181.1111111111111
41,FURNAS,volume turbinado,246.17919500000002
42,CAMARGOS,volume turbinado,51.11111111111111
42,ITUTINGA,volume turbinado,110.0
42,FUNIL_GRANDE,volume turbinado,181.1111111111111
42,FURNAS,volume turbinado,237.67547900000005
43,CAMARGOS,volume turbinado,51.1111111111111
43,ITUTINGA,volume turbinado,109.99999999999999
43,FUNIL_GRANDE,volume turbinado,181.1111111111111
43,FURNAS,volume turbinado,837.8049701111112
44,CAMARGOS,volume turbinado,51.11111111111111
44,ITUTINGA,volume turbinado,109.99999999999991
44,FUNIL_GRANDE,volume turbinado,181.111111111111
44,FURNAS,volume turbinado,911.3759070000002
45,CAMARGOS,volume turbinado,51.11111111111111
45,ITUTINGA,volume turbinado,110.0
45,FUNIL_GRANDE,volume turbinado,188.66666666666688
45,FURNAS,volume turbinado,890.8346460000001
46,CAMARGOS,volume turbinado,51.11111111111111
46,ITUTINGA,volume turbinado,110.0
46,FUNIL_GRANDE,volume turbinado,183.33333333333235
46,FURNAS,volume turbinado,870.237069
47,CAMARGOS,volume turbinado,51.11111111111109
47,ITUTINGA,volume turbinado,109.99999999999834
47,FUNIL_GRANDE,volume turbinado,183.33333333333167
47,FURNAS,volume turbinado,843.022362
48,CAMARGOS,volume turbinado,51.11111111111116
48,ITUTINGA,volume turbinado,110.0000000000003
48,FUNIL_GRANDE,volume turbinado,183.33333333333366
48,FURNAS,volume turbinado,811.23198
